Sequence;Type;d_molpdf;d_dope_score;d_normalized_dope;d_GA341_score;d_zscore;d_maxsub;d_lgscore;d_Z-score_mammoth;d_TM-score_mammoth;d_RMSD_TMalign;d_TM-score_TMalign;molpdf_ref;dope_score_ref;normalized_dope_ref;GA341_score_ref;zscore_ref;maxsub_ref;lgscore_ref;Z-score_mammoth_ref;TM-score_mammoth_ref;RMSD_TMalign_ref;TM-score_TMalign_ref;molpdf_tneg;dope_score_tneg;normalized_dope_tneg;GA341_score_tneg;zscore_tneg;maxsub_tneg;lgscore_tneg;Z-score_mammoth_tneg;TM-score_mammoth_tneg;RMSD_TMalign_tneg;TM-score_TMalign_tneg
VanC4_EU151752_ref_van;Ref;1902,67;-9099,07;-1,84;0;-3,26;0,33;3,16;4,1;0,24;-2,08;0,26;15766,57;-41796,96;-0,94;1;-8,75;0,6;5,78;13,2;0,97;1,26;0,97;13863,9;-32697,89;0,9;1;-5,49;0,27;2,62;9,1;0,72;3,34;0,71
VanD_AY082011_ref_van;Ref;-12681,99;-8378,98;-1,73;0;-4,2;0,34;3,1;4,69;0,25;-2,58;0,24;11187,23;-39889,99;-1,36;1;-9,67;0,6;6,17;13,46;1;0,42;1;23869,23;-31511,02;0,37;1;-5,47;0,26;3,07;8,77;0,74;3;0,76
VanE_AAF36803_1_ref_van;Ref;-33045,12;-14071,72;-2,91;0,89;-7,15;0,57;4,99;12,99;0,76;-5,67;0,62;11634,26;-39783,23;-1,41;1;-9,44;0,64;6,19;13,41;0,99;0,6;0,99;44679,38;-25711,51;1,5;0,11;-2,29;0,07;1,2;0,42;0,24;6,27;0,38
VanE_FJ872411_ref_van;Ref;-9582,96;-7864,13;-1,58;0;-3,85;0,33;2,52;3,49;0,24;-2,94;0,24;13521,05;-40972,89;-0,87;1;-9,03;0,65;5,82;13,11;0,98;0,75;0,98;23104,01;-33108,77;0,71;1;-5,18;0,32;3,3;9,61;0,73;3,69;0,74
VanL_EU250284_ref_van;Ref;-8255,56;-9259,94;-1,88;0;-4,44;0,29;2,05;4,13;0,22;-2,47;0,2;13352,9;-40943,34;-1,18;1;-9,36;0,58;5,56;13,39;0,98;0,57;0,98;21608,46;-31683,4;0,7;1;-4,92;0,29;3,51;9,26;0,76;3,04;0,79
VanM_ACL82961_1_ref_van;Ref;-18623;-9293,11;-1,92;0,33;-6,86;0,39;3,39;4,43;0,26;-3,65;0,26;11538,19;-40613,92;-1,43;1;-9,76;0,63;6,24;13,5;1;0,25;1;30161,19;-31320,81;0,49;0,67;-2,9;0,24;2,85;9,07;0,73;3,9;0,74
VanO_AHA41500_1_ref_van;Ref;-13917,71;-10280,62;-2,1;0,47;-6,22;0,48;4,05;4,4;0,3;-3,04;0,3;11532,7;-38970,41;-1,26;1;-10,43;0,62;6,21;13,31;0,99;0,74;0,99;25450,41;-28689,79;0,85;0,53;-4,21;0,14;2,15;8,91;0,69;3,78;0,69
AAC_6__32_ABR10839_1_ref_aac6;Ref;-11537,94;-3779,61;-1,45;0,02;-3,82;0,3;1,72;3,62;0,35;-2,55;0,35;5592,35;-19592,59;-1,47;1;-7,68;0,51;3,59;10,41;0,99;0,47;0,99;17130,29;-15812,99;-0,02;0,98;-3,86;0,2;1,87;6,79;0,65;3,02;0,64
AAC_6_33_ACT99625_1_ref_aac6;Ref;-5883,42;-3198,45;-1,23;0,3;-4,21;0,26;1,36;5,1;0,36;-2,49;0,31;6971,18;-19508,44;-0,77;1;-6,77;0,47;3,96;9,98;0,94;0,88;0,94;12854,6;-16309,99;0,47;0,7;-2,56;0,21;2,6;4,88;0,59;3,37;0,63
AAC6_1_SERMAR_AAX16006_1_ref_aac6;Ref;-4036,34;-1967,05;-0,92;0,62;-1,54;0,3;1,24;9,19;0,94;-1,92;0,31;4607,11;-14105,95;-0,45;1;-5,12;0,47;2,87;9,19;0,94;0,82;0,95;8643,45;-12138,89;0,47;0,38;-3,58;0,17;1,63;0;0;2,74;0,64
AAC6_AAN41429_1_ref_aac6;Ref;-1591,2;-646,52;-0,36;0,67;-0,68;0,14;1,03;8,79;0,96;-1,73;0,19;4024,4;-11965,75;-0,65;0,87;-4,5;0,42;3,13;8,79;0,96;0,64;0,83;5615,6;-11319,23;-0,29;0,21;-3,82;0,28;2,1;0;0;2,37;0,64
AAC6_AEA07977_1_ref_aac6;Ref;-884,04;-856,74;-0,32;0,13;-1,08;0,11;0,42;9,75;0,93;-1,07;0,13;10960,44;-17876,06;-0,37;1;-5,7;0,39;3,08;9,75;0,93;1,44;0,94;11844,48;-17019,32;-0,05;0,87;-4,62;0,28;2,66;0;0;2,51;0,81
AAC6_I2_AAA25688_1_ref_aac6;Ref;-5753,91;-2260,46;-0,87;0;-2,51;0,05;-0,21;1,3;0,13;-1,2;0,18;5565,03;-19366,12;-1,61;1;-8,39;0,51;3,37;10,48;1;0,23;1;11318,94;-17105,67;-0,74;1;-5,88;0,45;3,58;9,18;0,86;1,43;0,81
AAC6_I30_AAP43642_1_ref_aac6;Ref;-13762,5;-5621,43;-2,16;0,74;-7,37;0,44;3,29;6,44;0,49;-2,5;0,38;6204,46;-19500,55;-0,99;1;-7,04;0,52;4,4;9,98;0,94;0,89;0,94;19966,96;-13879,11;1,17;0,26;0,33;0,08;1,11;3,54;0,45;3,39;0,56
AAC6_Ia_AAA98298_1_ref_aac6;Ref;332,28;-4626;-1,77;0,02;-0,94;0,24;2,27;3,84;0,32;-1,74;0,25;8413,4;-20347,71;-1,26;1;-6,37;0,44;4,34;10,13;0,95;0,75;0,95;8081,13;-15721,71;0,51;0,98;-5,43;0,2;2,07;6,29;0,63;2,49;0,71
AAC6_Iad_BAD12078_1_ref_aac6;Ref;-4911,07;-962,84;-0,47;0,15;-0,97;0,27;1,22;9,19;0,93;-1,42;0,28;4129,57;-15003;-0,58;1;-4,88;0,62;3,83;9,19;0,93;0,99;0,94;9040,65;-14040,16;-0,11;0,85;-3,91;0,36;2,6;0;0;2,41;0,66
AAC6_Iae_BAD14386_1_ref_aac6;Ref;-3436,41;-2744,94;-1,06;0,53;-2,07;0,2;0,66;9,6;0,91;-2,07;0,19;11022,48;-18665,11;-0,54;1;-5,05;0,42;3,62;9,6;0,91;1,31;0,92;14458,9;-15920,17;0,52;0,47;-2,98;0,22;2,96;0;0;3,38;0,73
AAC6_Iaf_BAH66386_1_ref_aac6;Ref;-2920,63;-3570,91;-1,38;0,42;-3,12;0,28;1,85;1,98;0,19;-1,27;0,16;9513,51;-18684,4;-0,7;1;-6,23;0,46;3,55;9,67;0,91;1,37;0,92;12434,13;-15113,5;0,68;0,58;-3,11;0,18;1,71;7,69;0,72;2,64;0,77
AAC6_Iai_ACI28880_1_ref_aac6;Ref;-5979,3;-5604,87;-2,11;0,66;-5,37;0,31;2,71;6,51;0,47;-3,34;0,41;10965,25;-20329,04;-1,08;1;-6,07;0,42;3,7;9,9;0,93;1,14;0,94;16944,55;-14724,17;1,03;0,34;-0,7;0,11;1;3,39;0,46;4,48;0,53
AAC6_Ibcr_ABC17627_1_ref_aac6;Ref;-8833,55;-2391,13;-0,85;0;-2,56;0,04;-0,63;1,53;0,17;-1,53;0,14;6541,79;-20346,46;-1,24;1;-7,4;0,43;2,85;10,41;0,99;0,47;0,99;15375,34;-17955,33;-0,39;1;-4,84;0,39;3,47;8,88;0,83;2;0,85
AAC6_Ic_AAA26549_1_ref_aac6;Ref;-2989,21;-1394,93;-0,68;0,13;-0,81;0,23;0,64;2,48;0,24;-1,92;0,22;4268,46;-15357,7;-0,81;1;-5,16;0,64;3,57;9,25;0,94;1;0,95;7257,67;-13962,77;-0,13;0,87;-4,35;0,41;2,94;6,77;0,7;2,92;0,73
AAC6_If_CAA39038_1_ref_aac6;Ref;-6421,97;-2528,05;-1,24;0,92;-1,46;0,47;2,03;4,21;0,35;-1,15;0,32;4125,88;-14299,58;-0,38;1;-4,14;0,63;3,56;9,19;0,93;1,05;0,92;10547,85;-11771,52;0,87;0,08;-2,68;0,16;1,53;4,98;0,58;2,2;0,59
AAC6_Ig_AAA21889_1_ref_aac6;Ref;-2062,35;-999,75;-0,49;0,05;0,08;0,18;0,99;9,22;0,96;-1,73;0,22;4745,36;-15602,75;-0,85;1;-4,19;0,61;3,67;9,22;0,96;0,97;0,95;6807,71;-14603;-0,36;0,95;-4,27;0,44;2,68;0;0;2,7;0,73
AAC6_Ih_AAC41391_1_ref_aac6;Ref;-1956,16;-2754,37;-1,34;0,72;-1,49;0,21;1,01;9,16;0,95;-1,39;0,29;4837,5;-16485,36;-0,98;1;-4,3;0,61;3,88;9,16;0,95;1,07;0,96;6793,66;-13731;0,35;0,28;-2,81;0,4;2,87;0;0;2,46;0,67
AAC6_Ii_AAB63533_1_ref_aac6;Ref;-15075,22;-6392,51;-2,49;0,26;-4,62;0,49;3,03;10,51;1;-4,19;0,49;4012,98;-19623,34;-1,52;1;-7,33;0,65;5;10,51;1;0,26;1;19088,2;-13230,82;0,97;0,74;-2,71;0,16;1,97;0;0;4,45;0,51
AAC6_IIb_AAA25680_1_ref_aac6;Ref;-3576,35;-2486,12;-0,98;0;-2,58;0,06;0,24;0,97;0,09;-0,69;0,17;5370,89;-18126,23;-1,26;1;-7,5;0,52;3,47;10,33;1;0,35;1;8947,24;-15640,12;-0,28;1;-4,92;0,46;3,23;9,37;0,91;1,04;0,83
AAC6_IIc_AAD46626_1_ref_aac6;Ref;-5756,49;-3056,74;-1,12;0,24;-3,38;0,16;0,99;1,97;0,19;-1,42;0,2;5425,04;-19932,32;-1,13;1;-7,71;0,45;3,48;10,33;1;0,36;1;11181,53;-16875,57;-0,01;0,76;-4,33;0,3;2,49;8,36;0,8;1,78;0,79
AAC6_Ij_AAC41392_1_ref_aac6;Ref;-6008,58;-2972,62;-1,44;0,79;-1,92;0,45;2,36;9,6;0,99;-1,49;0,31;4714,3;-16054,22;-0,88;1;-4,37;0,67;4,13;9,6;0,99;0,61;0,98;10722,88;-13081,6;0,56;0,21;-2,45;0,22;1,77;0;0;2,1;0,67
AAC6_Ik_AAA87229_1_ref_aac6;Ref;-1766,12;-1105,27;-0,54;0,1;-0,12;0,23;1,23;1,96;0,2;-1,65;0,21;4772,52;-15806,33;-0,77;1;-4,37;0,64;3,99;9,31;0,96;0,92;0,96;6538,63;-14701,06;-0,23;0,9;-4,25;0,41;2,76;7,35;0,76;2,57;0,75
AAC6_Il_CAA91010_1_ref_aac6;Ref;3662,83;-539,52;-0,22;0,31;-0,65;0,03;0,56;6,5;0,66;0,95;-0,12;12556,01;-15655,2;-0,13;1;-5,3;0,38;2,95;6,5;0,66;3,02;0,67;8893,18;-15115,68;0,09;0,69;-4,65;0,35;2,38;0;0;2,07;0,8
AAC6_Im_AAK63041_1_ref_aac6;Ref;-8622,73;-1490,58;-0,59;0,13;-1,98;0,09;0,4;3,1;0,25;-1,26;0,13;6891,06;-17567,29;-0,26;1;-5,05;0,45;2,87;8,85;0,88;1,47;0,89;15513,79;-16076,71;0,34;0,87;-3,07;0,36;2,47;5,74;0,62;2,73;0,76
AAC6_Ir_AAD03490_1_ref_aac6;Ref;-2442,47;-2485,4;-1,21;0,45;-1,54;0,3;1,56;2,57;0,29;-1,63;0,3;4718,15;-16079,04;-0,74;1;-4,65;0,64;3,92;9,34;0,96;1,33;0,96;7160,62;-13593,64;0,47;0,55;-3,11;0,33;2,36;6,77;0,66;2,96;0,67
AAC6_Is_AAD03491_1_ref_aac6;Ref;-1613,97;-2529,97;-1,23;0,26;-1,73;0,28;1,51;4,25;0,38;-1,57;0,31;4865,77;-16273,1;-0,97;1;-4,66;0,63;3,95;9,43;0,97;0,91;0,97;6479,74;-13743,13;0,26;0,74;-2,93;0,36;2,45;5,17;0,59;2,48;0,66
AAC6_It_AAD03492_1_ref_aac6;Ref;-2802,64;-3236,35;-1,57;0,84;-2,46;0,45;2,43;2,75;0,29;-2,18;0,29;4600,83;-16635,75;-1,1;1;-4,75;0,61;3,86;9,6;0,99;0,47;0,98;7403,47;-13399,4;0,47;0,16;-2,29;0,16;1,43;6,86;0,7;2,65;0,69
AAC6_Iu_AAD03493_1_ref_aac6;Ref;-2325,31;-3305,5;-1,6;0,64;-2,11;0,41;2,03;3,54;0,34;-2,2;0,33;4668,99;-16233,62;-1,09;1;-4,86;0,62;3,75;9,34;0,96;1,09;0,97;6994,3;-12928,13;0,52;0,36;-2,75;0,22;1,73;5,79;0,63;3,29;0,64
AAC6_Iv_AAD03494_1_ref_aac6;Ref;-2084,89;-2782,75;-1,35;0,51;-1,49;0,26;1,04;3,54;0,34;-1,22;0,28;4757,4;-16554,98;-1,05;1;-4,34;0,63;3,75;9,25;0,95;1,1;0,96;6842,3;-13772,23;0,3;0,49;-2,85;0,37;2,71;5,71;0,61;2,32;0,67
AAC6_IV_CAG26810_1_ref_aac6;Ref;-8030,48;-2711,64;-1,12;0,03;-2,11;0,12;1,1;2,12;0,19;-1,43;0,25;5386,43;-18059,79;-1,46;1;-7,33;0,43;3,13;10,31;0,99;0,4;0,96;13416,91;-15348,16;-0,35;0,97;-5,22;0,31;2,04;8,19;0,81;1,83;0,71
AAC6_Iw_AAD03495_1_ref_aac6;Ref;-3473,65;-2759,48;-1,34;0,7;-1,89;0,39;1,86;1,68;0,18;-1,21;0,21;4651,87;-16206,72;-0,98;1;-4,65;0,61;3,62;9,34;0,95;1,2;0,96;8125,52;-13447,24;0,36;0,3;-2,76;0,21;1,76;7,65;0,77;2,41;0,75
AAC6_Iy_AAF03531_1_ref_aac6;Ref;-4201,39;-1392,86;-0,68;0;-0,13;0,15;1,29;9,4;0,97;-1,03;0,2;4141,81;-14946,88;-1,19;1;-5,46;0,66;4,17;9,4;0,97;1,01;0,96;8343,2;-13554,01;-0,51;1;-5,33;0,51;2,88;0;0;2,04;0,76
AAC6_Iz_AAD52985_1_ref_aac6;Ref;-3895,97;-811,04;-0,38;0,35;-1,81;0,25;1,32;9,46;0,96;-1,62;0,22;4324,27;-14042,5;-0,41;1;-5,59;0,54;3,82;9,46;0,96;0,85;0,97;8220,24;-13231,46;-0,03;0,65;-3,78;0,29;2,51;0;0;2,47;0,75
AAC6_SOM_ACT97673_1_ref_aac6;Ref;-1204,5;-1307,46;-0,65;0,51;-0,89;0,09;1,03;2,97;0,27;-1,5;0,25;4166,68;-13994,49;-0,43;1;-5,44;0,55;3,74;9,15;0,95;1,1;0,94;5371,18;-12687,03;0,22;0,49;-4,55;0,45;2,71;6,19;0,68;2,6;0,69
AAC6_SOM_ACT97683_1_ref_aac6;Ref;-9542,44;-2525,72;-1,26;0,24;-0,97;0,34;1,52;6,56;0,53;-2,04;0,42;4177,72;-13860,11;-0,77;1;-4,71;0,5;2,97;9,21;0,95;0,98;0,93;13720,16;-11334,39;0,49;0,76;-3,74;0,16;1,45;2,65;0,42;3,02;0,51
AOKan6_ACS83742_1_ref_aac6;Ref;-10004,7;-4424,24;-1,54;0,46;-4,56;0,1;1,12;2,48;0,21;-1,39;0,17;6444,87;-19963,75;-0,83;1;-6,46;0,39;4,08;9,98;0,96;1,23;0,96;16449,57;-15539,51;0,71;0,54;-1,9;0,29;2,96;7,5;0,75;2,62;0,79
AOKan8_ACS83744_1_ref_aac6;Ref;-3913,02;-2907,38;-1,01;0,02;-1,45;0,27;2,21;2,55;0,27;-2,41;0,28;7662,46;-19242,11;-0,65;1;-6,16;0,44;4,12;9,98;0,95;0,88;0,97;11575,48;-16334,73;0,37;0,98;-4,71;0,17;1,92;7,42;0,68;3,29;0,69
Aad9_M69221_ref_ant;Ref;-13903,33;-4357,54;-1,21;0,75;-3,77;0,06;0,95;-2,91;-0,19;1,73;-0,1;2950,74;-22669,54;0,43;0,82;-5,23;0,11;1,49;3,7;0,43;5,06;0,54;16854,07;-18312;1,64;0,07;-1,46;0,05;0,54;6,61;0,62;3,33;0,64
AadA10_U37105_ref_ant;Ref;-1537,46;-1862,24;-0,48;0,51;-2,07;0,02;0,34;0,79;0,04;-0,3;0,03;13761,17;-25226,63;0,86;0,56;-3,78;0,18;2,1;5,24;0,55;3,61;0,58;15298,64;-23364,39;1,34;0,05;-1,71;0,16;1,76;4,45;0,51;3,91;0,55
AadA11_AJ567827_ref_ant;Ref;9114,46;-3009,37;-0,81;-0,05;1,13;-0,02;-0,01;4,45;0,3;-0,32;0,26;15215,22;-22281,2;0,97;0,02;-0,6;0,08;1,23;4,65;0,52;4,33;0,6;6100,76;-19271,83;1,78;0,07;-1,73;0,1;1,24;0,2;0,22;4,65;0,34
AadA12_AY665771_ref_ant;Ref;-9743,67;-1617,92;-0,44;0;-0,35;-0,08;-0,49;1,26;0,09;0,55;0,09;4227,98;-23666,74;0,73;0,08;-3,3;0,07;1,17;3,52;0,44;4,59;0,53;13971,65;-22048,83;1,17;0,09;-2,95;0,16;1,66;2,26;0,35;4,04;0,44
AadA13_AY713504_ref_ant;Ref;-8214,88;-1896,38;-0,51;-0,08;0,19;-0,01;0,15;-2,24;-0,13;0,63;-0,01;3268,05;-23824;0,71;0,04;-3,06;0,08;1,47;1,81;0,32;4,51;0,47;11482,93;-21927,62;1,22;0,12;-3,25;0,09;1,32;4,05;0,45;3,88;0,47
AadA14_AJ884726_ref_ant;Ref;9364;-3590,19;-0,97;0,59;-0,69;0,13;0,74;0,53;0,04;0,07;0,13;20521,08;-23237,05;0,75;0,67;-3,16;0,23;2;5,55;0,55;4,08;0,62;11157,08;-19646,86;1,73;0,08;-2,47;0,09;1,26;5,02;0,51;4,01;0,49
AadA15_DQ393783_ref_ant;Ref;-7486,33;-1292,41;-0,35;-0,02;-1,61;-0,01;-0,14;-0,74;-0,02;-0,51;0,12;3910,14;-22933,46;0,84;0,08;-3,81;0,08;1,2;4,35;0,51;3,81;0,56;11396,47;-21641,05;1,19;0,1;-2,2;0,09;1,34;5,1;0,53;4,32;0,44
AadA16_EU675686_ref_ant;Ref;-12661;-855,74;-0,22;0,27;-1,71;-0,03;0,04;-0,73;-0,07;0,37;-0,04;3869,65;-23812,61;1,27;0,35;-4,23;0,09;1,08;3,05;0,39;4,88;0,46;16530,65;-22956,87;1,49;0,08;-2,52;0,12;1,05;3,78;0,45;4,51;0,51
AadA17_FJ460181_ref_ant;Ref;5125,62;310,12;0,08;-0,16;-0,05;0,04;0;-3,52;-0,22;1,41;-0,07;17098,54;-23026,3;0,9;0,06;-1,09;0,15;1,57;-0,27;0,19;5,08;0,38;11972,92;-23336,42;0,82;0,22;-1,04;0,11;1,58;3,25;0,4;3,67;0,44
AadA2_X68227_ref_ant;Ref;4483,46;-2648,5;-0,72;0,28;-1,36;0,24;1,88;-2,97;-0,14;2,8;-0,14;15892,68;-24431,42;0,53;0,31;-3,12;0,26;2,7;1,45;0,33;5,93;0,35;11409,22;-21782,92;1,26;0,03;-1,76;0,03;0,81;4,41;0,47;3,13;0,49
AadA21_AY171244_ref_ant;Ref;-6858,97;-1323,61;-0,36;-0,26;0,52;-0,06;0;-1,29;-0,06;0,26;0,03;3102,06;-22680,49;0,88;0,03;-2,59;0,08;1,3;3,41;0,43;4,56;0,51;9961,04;-21356,88;1,23;0,3;-3,11;0,14;1,29;4,69;0,49;4,3;0,48
AadA22_AM261837_ref_ant;Ref;6895,02;-2161;-0,58;0,13;-0,88;0,07;1,01;1,38;0,1;-0,01;0,18;16591,69;-23673,02;0,65;0,44;-3,93;0,21;2,19;6,02;0,59;3,95;0,66;9696,67;-21512,02;1,23;0,31;-3,05;0,14;1,18;4,64;0,49;3,96;0,48
AadA23_AJ809407_ref_ant;Ref;370,42;-1990,46;-0,54;0,18;-1,89;0,08;0,94;0,71;0,04;0,35;0,05;16954,33;-23144,96;0,63;0,4;-3,22;0,21;2,39;6,48;0,61;3,98;0,66;16583,91;-21154,51;1,18;0,22;-1,33;0,14;1,45;5,77;0,56;3,63;0,61
AadA24_HQ123586_ref_ant;Ref;2590,33;-1477,11;-0,4;0,08;0,34;0,03;0,52;2,24;0,16;-0,06;0,17;14471,26;-23782,27;0,63;0,21;-3,29;0,13;2,04;6,66;0,64;3,47;0,68;11880,93;-22305,16;1,04;0,13;-3,63;0,1;1,52;4,42;0,48;3,53;0,5
AadA3_AF047479_ref_ant;Ref;-908,08;-2785,51;-0,75;0,01;0,48;0,07;0,93;-2,14;-0,15;2,46;0,01;17346,88;-24031,19;0,77;0,06;-1,84;0,2;2,17;-0,15;0,19;6,02;0,35;18254,95;-21245,68;1,52;0,05;-2,32;0,13;1,24;1,99;0,35;3,56;0,34
AadA4_AY138986_ref_ant;Ref;2678,19;-2533,29;-0,68;-0,08;0,46;0,06;0,58;-2,87;-0,2;-0,47;0,09;10234,82;-21520,29;1,26;0,13;-2,7;0,13;1,52;-1,1;0,12;5,82;0,37;7556,64;-18987;1,95;0,21;-3,16;0,07;0,94;1,77;0,32;6,29;0,28
AadA5_AF137361_ref_ant;Ref;-4147,05;420,72;0,11;0,19;-1,64;-0,06;-1,43;-0,95;-0,07;0,4;0,02;9762,29;-22144,58;1,22;0,27;-3,64;0,17;1,52;1,05;0,25;5,37;0,37;13909,34;-22565,31;1,11;0,08;-2;0,23;2,96;2;0,33;4,97;0,35
AadA6_AF140629_ref_ant;Ref;-11678,46;164,55;0,04;0,07;-1,91;-0,11;-1,07;3,95;0,2;-1,95;0,25;3591,1;-22269,52;1,52;0,11;-3,33;0,07;1,08;6,13;0,55;3,2;0,62;15269,56;-22434,08;1,47;0,05;-1,42;0,18;2,15;2,18;0,34;5,15;0,37
AadA7_AF224733_ref_ant;Ref;-13383,93;1673,95;0,45;0,04;-0,59;-0,09;-0,76;-1,98;-0,16;0,17;-0,11;3101,39;-21828,46;1,4;0,09;-3,03;0,07;1,07;2,1;0,33;4,58;0,46;16485,32;-23502,41;0,95;0,04;-2,44;0,16;1,83;4,08;0,49;4,41;0,57
AadA8b_AM040708_ref_ant;Ref;3448,38;-2395,44;-0,65;0,39;-1,6;0,12;1,55;-3,09;-0,21;2,64;-0,13;15220,16;-23918,76;0,69;0,41;-3,02;0,17;2,5;1,51;0,29;5,74;0,37;11771,78;-21523,32;1,33;0,02;-1,42;0,05;0,95;4,6;0,49;3,1;0,5
AadA9_AJ420072_ref_ant;Ref;-8640,2;-899,51;-0,23;0,11;-0,9;0,03;0,21;0,33;0,01;-1,21;0,02;2893,88;-24327,46;0,91;0,18;-3,3;0,1;1,33;2,1;0,32;4,48;0,42;11534,08;-23427,96;1,14;0,07;-2,4;0,07;1,13;1,77;0,32;5,69;0,4
AadB_JQ690540_ref_ant;Ref;7245,77;344,81;0,14;-0,14;1,74;0,01;-0,1;-4,62;-0,27;2,11;-0,09;13417,09;-13156,97;1,41;0,02;-1,85;0,05;0,73;0,66;0,27;4,68;0,31;6171,31;-13501,78;1,27;0,16;-3,59;0,04;0,83;5,28;0,53;2,57;0,4
AadD_AF181950_ref_ant;Ref;-22803,7;-10821,87;-2,99;0,73;-6,5;0,37;2,91;8,96;0,58;-4,31;0,5;7685,95;-30753,23;-1,47;1;-9,16;0,57;5,18;12,06;1;0,36;1;30489,65;-19931,36;1,52;0,27;-2,66;0,2;2,27;3,09;0,42;4,67;0,5
Ant4_Ib_AJ506108_ref_ant;Ref;-6208,66;-9663,15;-2,67;0,94;-7,07;0,52;4,28;9,34;0,61;-3,67;0,56;12225,61;-29443,46;-1,2;1;-8,84;0,55;5,03;11,88;0,98;0,81;0,99;18434,27;-19780,31;1,48;0,06;-1,77;0,03;0,75;2,54;0,37;4,48;0,42
Ant4_IIa_M98270_ref_ant;Ref;467,74;-4716,61;-1,33;0,87;-3,03;0,14;2,03;7,77;0,51;-2,64;0,43;12632,6;-25298,31;-0,31;1;-5,47;0,2;2,6;11,21;0,93;1,15;0,92;12164,86;-20581,71;1,02;0,13;-2,44;0,05;0,57;3,43;0,42;3,79;0,48
Ant4_IIb_AY114142_ref_ant;Ref;6181,56;-8178,92;-2,31;0,9;-5,01;0,23;2,97;7,45;0,52;-3,62;0,56;14057,27;-27536,59;-1,09;1;-7,54;0,32;4,23;11,84;0,98;0,69;0,96;7875,7;-19357,67;1,22;0,1;-2,53;0,09;1,26;4,39;0,46;4,31;0,4
Ant6_Ia_AF330699_ref_ant;Ref;-1612,47;-6964,25;-1,63;0,95;-4,22;0,27;2,67;6,3;0,4;-2,65;0,36;26453,25;-33326,11;-0,48;1;-6,37;0,39;4,14;11,72;0,95;1,53;0,96;28065,72;-26361,86;1,16;0,05;-2,15;0,12;1,48;5,42;0,54;4,18;0,59
Ant6_Ib_FN594949_ref_ant;Ref;6214,89;-8845,03;-2,2;0,92;-3,49;0,24;2,78;10,08;0,63;-3,18;0,58;24183,86;-32860,52;-0,53;1;-6,08;0,32;3,7;11,32;0,89;2,3;0,91;17968,96;-24015,49;1,67;0,08;-2,59;0,08;0,93;1,24;0,27;5,48;0,33
FosA_KLEPNE_ABY74375_1_ref_fos;Ref;-1279,548828;-2177,619141;-1,109513084;0,707180828;-1,2;0,234;1,714;0,9181;0,1197;-2,07;0,52636;4145,982422;-13997,0293;-0,188592287;1;-4,3;0,568;3,941;9,2112;0,9598;1,21;0,95876;5425,53125;-11819,41016;0,920920797;0,292819172;-3,1;0,334;2,227;8,2931;0,8401;3,28;0,4324
FosA_Q56415_ref_fos;Ref;-585,9511719;-2223,709961;-1,116925824;0,642645061;-2,1;0,4;2,662;1,1502;0,1641;-1,7;0,53861;4436,94043;-14793,82715;-0,838643681;1;-4,89;0,639;4,182;9,2423;0,9625;0,95;0,96638;5022,891602;-12570,11719;0,278282143;0,357354939;-2,79;0,239;1,52;8,0921;0,7984;2,65;0,42777
FosA2_ENTCLO_ACC85616_1_ref_fos;Ref;-1359,503906;-2664,496094;-1,338324038;0,842315421;-1,93;0,242;2,005;0,8782;0,1259;-2,54;0,54012;4368,723145;-14850,37402;-0,804788867;1;-5,01;0,583;4,105;9,3337;0,9723;0,92;0,97459;5728,227051;-12185,87793;0,533535171;0,157684579;-3,08;0,341;2,1;8,4555;0,8464;3,46;0,43447
FosA3_ESCCOL_BAJ10054_1_ref_fos;Ref;-910,0175781;-2007,266602;-1,030128198;0,722000062;-0,93;0,268;2,031;1,6613;0,2028;-3,02;0,57597;4270,828125;-13472,81348;-0,25866838;1;-4,3;0,547;4,253;9,2722;0,9726;0,8;0,95904;5180,845703;-11465,54688;0,771459818;0,277999938;-3,37;0,279;2,222;7,6109;0,7698;3,82;0,38307
FosB_A4IS40_ref_fos;Ref;-2376,872559;-2828,454102;-1,430824616;0,901448265;-3,22;0,3;2,56;1,3066;0,1536;-1,36;0,55123;4700,362305;-14813,37891;-1,142355768;1;-5,21;0,5;4,121;9,0876;0,9665;1,08;0,97272;7077,234863;-11984,9248;0,288468848;0,098551735;-1,99;0,2;1,561;7,781;0,8129;2,44;0,42149
FosB_A7GNY8_ref_fos;Ref;-4044,979492;-1561,419922;-0,795555018;0,259065866;-1,27;0,192;1,008;1,9895;0,205;-2,26;0,32843;4954,458008;-14637,375;-0,967369109;1;-4,9;0,473;3,752;9,3645;0,9777;0,74;0,97832;8999,4375;-13075,95508;-0,171814092;0,740934134;-3,63;0,281;2,744;7,375;0,7727;3;0,64989
FosB_A7Z3A4_ref_fos;Ref;-5032,971191;-2439,819336;-1,175453998;0,400241971;-1,4;0,129;0,978;2,7255;0,3271;-2,8;0,62891;4934,499512;-15003,99023;-0,712661935;1;-4,6;0,403;3,364;9,2722;0,9711;0,81;0,97468;9967,470703;-12564,1709;0,462792063;0,599758029;-3,2;0,274;2,386;6,5467;0,644;3,61;0,34577
